t|lon|lat|id|v
17366|23.594755000000006|37.853508333333345|84|-0.19762,-10.2981
17366|23.59392666666667|37.958175|31|-0.0,0.0
17367|23.68063333333333|37.93083333333333|11|0.0,0.0
17367|23.59600833333333|37.94703666666667|26|-2.3245,6.28385
17368|23.5535|37.87977|73|0.08007,0.18327
17368|23.55061333333333|37.923831666666665|78|0.04368,0.08996
17368|23.56558166666667|37.95232666666666|85|-2.18147,9.75916
17368|23.60448333333333|37.9373|82|-8.04546,3.56519
17369|23.650156666666664|37.93179|14|-0.0454,-0.0891
17370|23.636866666666666|37.945816666666666|63|-0.0,-0.0
17370|23.55675|37.960233333333335|38|-0.0,-0.0
17371|23.60965666666667|37.958235|64|-0.48405,3.16318
17372|23.594165|37.853496666666665|84|-0.12572,-10.29923
17372|23.596375|37.94691833333333|26|-2.48819,6.22084
17373|23.55349666666667|37.879781666666666|73|0.08167,0.18257
17373|23.56610166666667|37.952231666666655|85|-2.13034,9.77045
17373|23.604695|37.936926666666665|82|-8.12425,3.63409
17374|23.550636666666666|37.923856666666666|78|0.04368,0.08996
17375|23.636866666666666|37.945816666666666|63|-0.0,-0.0
17375|23.55675|37.960233333333335|38|-0.0,-0.0
17376|23.60675333333333|37.95387333333333|67|-0.0,0.0
17377|23.68308666666667|37.928995|16|0.0,0.0
17378|23.63508333333333|37.943565|68|-0.0,-0.0
17378|23.66827333333333|37.938163333333335|17|0.0,-0.0
17379|23.59673833333333|37.94679333333333|26|-2.62869,6.16279
17379|23.585675|37.95577333333333|60|0.06521,-0.07581
17380|23.628315|37.9426|32|-0.0,-0.0
17380|23.60490833333333|37.93655|82|-8.12425,3.63409
17381|23.553531666666668|37.87982333333333|73|0.12298,0.27364
17381|23.5668|37.952105|85|-2.13034,9.77045
17382|23.55065|37.923858333333335|78|0.04368,0.08996
17382|23.52413333333333|37.864416666666656|13|0.07492,0.18544
17383|23.556766666666665|37.96025|38|-0.0,-0.0
17383|23.54803166666667|37.96298333333333|81|-7.25224,2.27266
17384|23.63508333333333|37.943565|68|-0.0,-0.0
17385|23.592995000000002|37.853495|84|-0.05382,-10.29986
17386|23.55355166666667|37.879836666666655|73|0.08294,0.18199
17386|23.59706333333333|37.94668166666667|26|-2.6212,6.05717
17387|23.550656666666665|37.92386|78|0.09635,0.17526
17388|23.56738|37.95200166666667|85|-2.09623,9.77782
17388|23.60513|37.93617500000001|82|-8.08575,3.71897
17389|23.60954333333333|37.95839166666666|64|-0.40372,-2.66965
17389|23.63685|37.945816666666666|63|0.0,0.0
17389|23.556766666666665|37.96026666666667|38|-0.0,-0.0
17390|23.60675|37.953875|67|-0.0,0.0
17391|23.63508333333333|37.943563333333344|68|-0.0,-0.0
17391|23.54817333333333|37.96262|81|-7.32729,2.3666
17392|23.592396666666666|37.853475|84|-0.01786,-10.29998
17392|23.58960833333333|37.952275|21|0.0,0.0
17393|23.55357|37.87982833333333|73|0.08103,0.18285
17393|23.55066166666667|37.923853333333334|78|0.1006,0.17286
17393|23.588783333333332|37.95553333333333|18|0.0,-0.0
17393|23.56784|37.95193|85|-2.09995,9.87928
17393|23.59752833333333|37.946511666666666|26|-2.72652,6.0105
17393|23.605351666666664|37.9358|82|-8.07272,3.74717
17394|23.631961666666665|37.94421833333333|19|0.02756,0.09613
17395|23.63685|37.945816666666666|63|0.0,0.0
17396|23.606751666666664|37.953875|67|-0.0,0.0
17396|23.50573666666667|37.849235|22|0.0,-0.0
17397|23.523905|37.89086|29|-0.03469,0.09379
17397|23.548275|37.962315000000004|81|-7.28487,2.49412
17398|23.59176333333333|37.853465|84|-0.08977,-10.29961
17398|23.63508333333333|37.943563333333344|68|-0.0,-0.0
17399|23.60958166666667|37.95832833333333|64|-1.04502,0.77326
17400|23.553566666666665|37.87981666666667|73|0.07654,0.18478
17400|23.597885|37.946376666666666|26|-2.82059,5.96693
17401|23.60555333333333|37.93541666666667|82|-8.27224,3.54542
17402|23.550673333333336|37.92386166666667|78|0.09939,0.17355
17402|23.56854|37.951816666666666|85|-2.04819,9.89014
17403|23.63685|37.945816666666666|63|-0.0,-0.0
17404|23.63508333333333|37.943563333333344|68|-0.0,-0.0
17404|23.60966333333333|37.958275|64|-1.61496,1.63765
17404|23.556766666666665|37.960283333333344|38|-0.0,-0.0
17405|23.59120333333333|37.853455|84|-0.19762,-10.2981
17406|23.59816666666667|37.94626166666667|26|-3.03134,5.97503
17407|23.55357166666667|37.879815|73|0.0775,0.18437
17407|23.550685|37.92386833333333|78|0.10211,0.17197
17407|23.56900833333333|37.95173833333333|85|-2.0859,9.98444
17407|23.605736666666665|37.935026666666666|82|-8.37952,3.28384
17408|23.63685|37.945816666666666|63|0.0,0.0
17409|23.556766666666665|37.960283333333344|38|-0.0,-0.0
17410|23.548601666666666|37.961656666666656|81|-7.11902,2.9342
17411|23.635081666666668|37.943563333333344|68|-0.0,-0.0
17411|23.60983333333333|37.95814666666667|64|-2.60918,2.33285
17412|23.59054666666667|37.85344833333333|84|-0.30545,-10.29547
17412|23.598513333333337|37.94611166666667|26|-3.12482,5.92668
17413|23.553585|37.87981166666667|73|0.07879,0.18383
17413|23.605916666666666|37.93463166666667|82|-8.52929,3.17195
17414|23.550704999999997|37.92388|78|0.10657,0.16924
17415|23.63685|37.945816666666666|63|-0.0,-0.0
17415|23.556766666666665|37.960283333333344|38|-0.0,-0.0
17416|23.590011666666665|37.85342833333333|84|-0.26951,-10.29647
17416|23.63508|37.94356166666667|68|-0.0,-0.0
17416|23.548796666666664|37.96130166666667|81|-7.19582,3.01002
17417|23.59888833333333|37.945941666666656|26|-3.29927,5.83137
17418|23.60610166666667|37.93423666666667|82|-8.52929,3.17195
17419|23.55359666666667|37.87980500000001|73|0.07654,0.18478
17420|23.63685|37.945816666666666|63|0.0,0.0
17421|23.606735|37.953866666666656|67|-0.0,0.0
17421|23.603171666666665|37.95516|24|-0.0,-0.0
17422|23.63508|37.94356166666667|68|-0.0,-0.0
17423|23.55360166666667|37.879808333333344|73|0.07492,0.18544
17423|23.59918833333333|37.94579833333333|26|-3.34978,5.68674
17424|23.550716666666666|37.92389|78|0.10569,0.16979
17425|23.57088|37.95142166666667|85|-2.10332,9.98078
17425|23.60629166666667|37.93385|82|-8.40786,3.21059
17426|23.63685|37.945816666666666|63|-0.0,-0.0
17426|23.55675|37.9603|38|-0.0,-0.0
17427|23.60673166666667|37.953865|67|-0.0,0.0
17427|23.63508|37.943563333333344|68|-0.0,-0.0
17428|23.588745|37.85342|84|-0.16167,-10.29873
17429|23.55361333333333|37.87981333333333|73|0.072,0.18659
17429|23.550731666666664|37.92389833333333|78|0.10598,0.16961
17429|23.57140333333333|37.951335|85|-2.12074,9.9771
17429|23.59955666666667|37.94562|26|-3.42885,5.63941
17429|23.606485000000006|37.933456666666665|82|-8.4899,3.27592
17430|23.63685|37.945816666666666|63|0.0,0.0
17431|23.60673166666667|37.95386333333333|67|-0.0,0.0
17431|23.55673333333333|37.9603|38|-0.0,-0.0
17432|23.635085|37.94357166666667|68|-0.0,-0.0
17433|23.588166666666666|37.85339166666667|84|-0.12572,-10.29923
17434|23.599885|37.94544333333333|26|-3.53242,5.33685
17435|23.55362333333333|37.87982|73|0.06873,0.18782
17435|23.606676666666665|37.93306|82|-8.5947,3.28193
17436|23.55072833333333|37.923888333333345|78|0.10746,0.16868
17437|23.56273333333333|37.92745|45|0.0,-0.0
17438|23.60672333333333|37.953875|67|-0.05906,0.0807
17438|23.55675|37.9603|38|-0.0,-0.0
17439|23.635085|37.94357333333333|68|-0.0,-0.0
17439|23.54948666666667|37.96002|81|-7.09772,3.23456
17440|23.600175|37.945283333333336|26|-3.72881,5.44573
17441|23.553636666666666|37.879826666666666|73|0.10113,0.28244
17441|23.55074|37.92386833333333|78|0.10716,0.16887
17441|23.60687|37.93265833333333|82|-8.6939,3.30244
17442|23.63685|37.945816666666666|63|0.0,0.0
17443|23.55675|37.9603|38|-0.0,-0.0
17444|23.60672333333333|37.953875|67|-0.0,0.0
17445|23.549681666666668|37.9597|81|-6.92662,3.36333
17446|23.63508333333333|37.94357166666667|68|-0.0,-0.0
17447|23.60049166666667|37.945103333333336|26|-3.7561,5.30488
17448|23.55365|37.87982833333333|73|0.09816,0.28348
17448|23.607065|37.93225500000001|82|-8.6939,3.30244
17449|23.550763333333336|37.92386333333333|78|0.10716,0.16887
17449|23.57319666666667|37.95104|85|-2.10635,10.08233
17450|23.55675|37.9603|38|-0.0,-0.0
17451|23.58641166666667|37.85340833333333|84|-0.1437,-10.299
17452|23.600801666666666|37.94491666666667|26|-3.82483,5.13134
17453|23.607255|37.931853333333336|82|-8.71107,3.25687
17454|23.553663333333336|37.879826666666666|73|0.06643,0.18864
17454|23.573775|37.950943333333335|85|-2.15911,10.07116
17455|23.55078333333333|37.923856666666666|78|0.10775,0.16849
17456|23.63685|37.9458|63|-0.0,-0.0
17457|23.63508333333333|37.94357|68|-0.0,-0.0
17458|23.585721666666664|37.8534|84|-0.28748,-10.29599
17459|23.601106666666666|37.94472333333333|26|-4.00183,5.12205
17460|23.55078666666667|37.92386833333333|78|0.1042,0.17071
17461|23.571135|37.96020333333333|30|-0.0,-0.0
17461|23.574366666666666|37.95083|85|-2.10332,9.98078
17461|23.607445000000002|37.93145000000001|82|-8.71107,3.25687
17461|23.72575|37.87789833333333|44|0.0,0.0
17462|23.60582|37.95912833333333|62|0.0,-0.0
17463|23.55675|37.9603|38|-0.0,-0.0
17464|23.63685|37.9458|63|0.0,0.0
17465|23.55032833333333|37.958835|81|-6.29328,4.26082
17466|23.63508333333333|37.94357166666667|68|-0.0,-0.0
17467|23.574886666666664|37.950773333333345|85|-2.15555,9.96963
17467|23.60142833333333|37.94450500000001|26|-4.13096,4.88827
17468|23.55369666666667|37.879826666666666|73|0.06676,0.18853
17469|23.66951833333333|37.93955666666667|1|-0.0,-0.0
17469|23.63685|37.9458|63|0.0,0.0
17470|23.55675|37.9603|38|-0.0,-0.0
17471|23.584481666666665|37.85339833333333|84|-0.30545,-10.29547
17471|23.63508333333333|37.94357333333333|68|-0.0,-0.0
17472|23.60171|37.944298333333336|26|-4.28246,4.7561
17473|23.57560833333333|37.950604999999996|85|-2.10635,10.08233
17473|23.60781|37.930643333333336|82|-8.7557,3.13493
17474|23.5508|37.923905|78|0.10271,0.17161
17475|23.65039333333333|37.93325333333333|36|-0.0,-0.0
17475|23.68151333333333|37.929968333333335|9|0.0,-0.0
17476|23.55675|37.9603|38|-0.0,-0.0
17477|23.58394|37.85338|84|-0.28748,-10.29599
17477|23.63508333333333|37.943575|68|-0.0,-0.0
17477|23.54875|37.89963333333333|10|-0.0,0.0
17478|23.68063333333333|37.93083333333333|11|-0.0,0.0
17478|23.593925|37.958175|31|-0.0,-0.0
17479|23.60195666666667|37.94410666666667|26|-4.4378,4.6115
17480|23.55373333333333|37.87982833333333|73|0.05981,0.19085
17480|23.550806666666666|37.923903333333335|78|0.1036,0.17107
17480|23.57616166666667|37.95050000000001|85|-2.07114,10.08962
17481|23.63723333333333|37.9474|61|0.0,-0.0
17482|23.63685|37.9458|63|-0.0,-0.0
17483|23.606691666666666|37.95390166666667|67|-0.0,0.0
17484|23.63508333333333|37.94357166666667|68|-0.0,-0.0
17485|23.56427333333333|37.96131833333333|41|-0.0965,0.02622
17485|23.58328333333333|37.85336666666667|84|-0.23357,-10.29735
17485|23.60221833333333|37.943895|26|-4.38409,4.38404
17486|23.55375|37.879826666666666|73|0.05345,0.19273
17486|23.550816666666666|37.92391|78|0.10121,0.1725
17486|23.60818333333333|37.929838333333336|82|-8.7447,3.16547
17487|23.57678|37.950413333333344|85|-1.96377,10.00918
17488|23.65015833333333|37.931791666666655|14|-0.05736,0.08191
17489|23.63685|37.9458|63|-0.0,-0.0
17489|23.55673333333333|37.9603|38|-0.0,-0.0
17490|23.68308333333333|37.928995|16|0.0,0.0
17491|23.551668333333332|37.95793666666667|81|-3.72033,6.04724
17492|23.668255|37.938123333333344|17|0.0,-0.0
17493|23.58566166666667|37.95577333333333|60|0.06361,-0.07716
17494|23.60248|37.94367333333333|26|-4.56988,4.33661
17494|23.608373333333336|37.929433333333336|82|-8.72239,3.22644
17495|23.553753333333336|37.87981833333333|73|0.05378,0.19263
17496|23.55084333333333|37.92391|78|0.1006,0.17286
17497|23.62833|37.942634999999996|32|-0.0,-0.0
17497|23.52438333333333|37.86445000000001|13|0.06511,0.1891
17498|23.636833333333332|37.9458|63|-0.0,-0.0
17499|23.55673333333333|37.9603|38|-0.0,-0.0
17500|23.63508333333333|37.94357333333333|68|-0.0,-0.0
17501|23.582075|37.85336|84|-0.21559,-10.29774
17502|23.55375833333333|37.879815|73|0.05277,0.19291
17502|23.60272833333333|37.943456666666656|26|-4.63744,4.26429
17503|23.55085|37.92391|78|0.09757,0.17458
17504|23.60859|37.929041666666656|82|-8.5983,3.5439
17505|23.55673333333333|37.9603|38|-0.0,-0.0
17506|23.636833333333332|37.9458|63|0.0,0.0
17507|23.635085|37.943576666666665|68|-0.0,-0.0
17508|23.608761666666666|37.92873|82|-8.46867,3.59467
17509|23.581481666666665|37.85335166666667|84|-0.30545,-10.29547
17509|23.505815|37.84931|22|0.08222,-0.05693
17509|23.588783333333332|37.95553333333333|18|0.0,-0.0
17510|23.63195666666667|37.94422166666666|19|0.0829,0.05592
17510|23.60302166666667|37.943178333333336|26|-4.87387,4.14794
17511|23.553785|37.87982|73|0.04906,0.19389
17511|23.55084333333333|37.923928333333336|78|0.09328,0.17692
17511|23.60880166666667|37.928653333333344|82|-8.48116,3.56509
17512|23.58967833333333|37.95232666666666|21|0.0,0.0
17513|23.636833333333332|37.9458|63|0.0,0.0
17514|23.60679833333333|37.953815000000006|67|-0.0,0.0
17514|23.55673333333333|37.9603|38|-0.0,-0.0
17514|23.60887333333333|37.928495|82|-8.45513,3.36464
17515|23.635086666666666|37.94358|68|-0.0,-0.0
17516|23.58088833333333|37.85334|84|-0.37732,-10.29309
17517|23.55380666666667|37.87982333333333|73|0.04567,0.19472
17517|23.60323|37.942961666666655|26|-4.86564,3.8426
17518|23.57905333333333|37.94999833333333|85|-2.34474,9.61833
17518|23.551335|37.954525|20|0.09851,0.01719
17519|23.55084833333333|37.92393000000001|78|0.09204,0.17756
17520|23.59616|37.95678|23|0.0,-0.0
17521|23.609008333333332|37.92809166666667|82|-8.59286,2.67632
17522|23.55673333333333|37.9603|38|-0.0,-0.0
17523|23.63509|37.94358333333333|68|-0.0,-0.0
17523|23.55317|37.95731333333333|81|-3.42452,6.33345
17523|23.60903333333333|37.928011666666656|82|-8.62042,2.58619
17524|23.603456666666666|37.94271166666667|26|-5.23183,3.85719
17525|23.553826666666666|37.87982833333333|73|0.04635,0.19456
17525|23.550846666666665|37.92393000000001|78|0.09173,0.17772
17525|23.579535|37.94992666666667|85|-2.26071,9.63842
17525|23.60908333333333|37.92785|82|-8.65998,2.45046
17526|23.606786666666668|37.953808333333335|67|-0.05906,0.0807
17526|23.538615|37.90437666666666|74|0.09998,-0.00209
17526|23.55675|37.9603|38|-0.0,-0.0
17527|23.635091666666664|37.943585|68|-0.0,-0.0
17527|23.55351666666667|37.957165|81|-3.43842,6.43951
17528|23.553835|37.87983333333333|73|0.04499,0.19487
17528|23.579666666666665|37.85328666666667|84|-0.37365,-10.19315
17528|23.60365166666667|37.942488333333344|26|-5.14803,3.63149
17529|23.550855|37.923928333333336|78|0.09297,0.17708
17529|23.58016|37.94981666666667|85|-2.08297,9.47371
17530|23.53857333333333|37.90436666666667|74|0.19996,-0.00419
17531|23.63685|37.9458|63|-0.0,-0.0
17531|23.55675|37.9603|38|-0.0,-0.0
17531|23.609189999999998|37.927285|82|-8.68681,1.40689
17532|23.553890000000006|37.956986666666666|81|-3.49448,6.40926
17533|23.57914|37.85326333333333|84|-0.314,-9.99507
17533|23.635091666666664|37.94358666666667|68|-0.0,-0.0
17534|23.60919166666667|37.927205|82|-8.71859,1.19424
17535|23.553845000000006|37.87984|73|0.04192,0.19556
17536|23.60387166666667|37.94222166666667|26|-5.08084,3.37566
17536|23.60918666666667|37.92704166666667|82|-8.76784,0.75161
17537|23.58067833333333|37.94976333333333|85|-2.03334,9.48449
17538|23.63685|37.9458|63|0.0,0.0
17538|23.609176666666666|37.92688|82|-8.79291,0.3531
17539|23.55675|37.9603|38|-0.0,-0.0
17540|23.60679|37.95383500000001|67|-0.0,0.0
17541|23.635095|37.94358666666667|68|-0.0,-0.0
17541|23.603141666666666|37.955161666666655|24|-0.0,-0.0
17541|23.554305|37.956806666666665|81|-3.40465,6.45742
17542|23.60917166666667|37.92679833333333|82|-8.79737,0.21494
17543|23.55385833333333|37.879845|73|0.04329,0.19526
17543|23.60404166666667|37.94200833333333|26|-5.04342,3.25022
17544|23.55086833333333|37.923946666666666|78|0.09328,0.17692
17544|23.60916|37.92663666666667|82|-8.79999,-0.01542
17545|23.63685|37.9458|63|0.0,0.0
17545|23.55675|37.9603|38|-0.0,-0.0
17545|23.60914833333333|37.92647166666666|82|-8.79866,-0.15365
17546|23.554623333333332|37.95668333333333|81|-3.24398,6.65106
17547|23.609145|37.926390000000005|82|-8.79773,-0.19971
17548|23.57793666666667|37.85321666666667|84|-0.30772,-9.79517
17549|23.60424166666667|37.94173666666666|26|-5.07315,3.01217
17550|23.55386333333333|37.87983166666667|73|0.06748,0.29231
17550|23.55088333333333|37.92395333333333|78|0.09635,0.17526
17550|23.58182833333333|37.94954833333335|85|-1.95898,9.29583
17550|23.609136666666664|37.92622666666667|82|-8.89695,-0.23304
17551|23.63685|37.945816666666666|63|-0.0,-0.0
17552|23.606786666666668|37.953845|67|-0.05906,0.0807
17553|23.555104999999998|37.956505|81|-3.18153,6.79175
17554|23.577375|37.853188333333335|84|-0.41864,-9.59087
17554|23.63510166666667|37.94358666666667|68|-0.0,-0.0
17555|23.553871666666666|37.87983166666667|73|0.04329,0.19526
17555|23.60441666666667|37.94147833333333|26|-5.43832,2.97735
17555|23.60912166666667|37.92581333333333|82|-8.89653,-0.24857
17556|23.550891666666665|37.92395833333333|78|0.10121,0.1725
17557|23.55675|37.9603|38|-0.0,-0.0
17558|23.57686|37.853176666666656|84|-0.51365,-9.4861
17558|23.635095|37.943591666666656|68|-0.0,-0.0
17559|23.60456333333333|37.94123833333333|26|-5.61834,2.8503
17560|23.553895|37.87984|73|0.06135,0.29366
17560|23.55090333333333|37.923965|78|0.10569,0.16979
17560|23.582795|37.949425|85|-1.88596,9.10676
17560|23.609106666666666|37.92540333333333|82|-8.89608,-0.2641
17561|23.63685|37.945816666666666|63|-0.0,-0.0
17562|23.60676166666667|37.95384833333333|67|-0.0,0.0
17562|23.57431166666667|37.96121166666667|42|-0.0,0.0
17562|23.55675|37.960283333333344|38|-0.0,-0.0
17563|23.518833333333333|38.027666666666654|34|-0.0,-0.0
17564|23.553916666666666|37.87984|73|0.03953,0.19605
17564|23.604716666666665|37.94098666666665|26|-5.46386,2.71224
17565|23.60908333333333|37.92498666666667|82|-8.99336,-0.34556
17566|23.550918333333332|37.92397|78|0.10687,0.16905
17567|23.63685|37.945816666666666|63|0.0,0.0
17568|23.55675|37.960283333333344|38|-0.0,-0.0
17568|23.55625|37.95606|81|-3.18153,6.79175
17569|23.63509833333333|37.94360166666667|68|-0.0,-0.0
17570|23.553935000000006|37.87984166666667|73|0.03748,0.19646
17571|23.60487|37.94070333333333|26|-5.31086,2.33126
17571|23.60905833333333|37.92456666666667|82|-9.09063,-0.41287
17572|23.58392333333333|37.949238333333334|85|-1.87124,8.80332
17573|23.55093166666667|37.923973333333336|78|0.10775,0.16849
17574|23.556766666666665|37.9603|38|-0.0,-0.0
17575|23.60673833333333|37.953838333333344|67|-0.0,0.0
17576|23.575155|37.85319666666667|84|-0.1123,-9.19931
17577|23.604975000000003|37.94048333333333|26|-5.74855,2.32252
17578|23.55395|37.87983833333333|73|0.04796,0.29614
17578|23.550936666666665|37.92398|78|0.10775,0.16849
17579|23.58444166666667|37.94914166666667|85|-1.7996,8.61403
17580|23.56412666666667|37.96031|27|-0.0,0.0
17580|23.60583166666667|37.95912166666667|62|0.0,-0.0
17581|23.63685|37.945816666666666|63|-0.0,-0.0
17581|23.556766666666665|37.9603|38|-0.0,-0.0
17582|23.55704833333333|37.95580666666667|81|-2.82171,6.94895
17583|23.635095|37.94360500000001|68|-0.0,-0.0
17583|23.53865|37.90436666666667|74|0.09998,-0.00209
17584|23.66952333333333|37.93956666666666|1|-0.0,-0.0
17585|23.55396666666667|37.87983166666667|73|0.02783,0.19805
17585|23.60513833333333|37.94014666666667|26|-5.96689,2.31436
17586|23.550945|37.92398666666666|78|0.10539,0.16998
17586|23.58493333333333|37.949053333333346|85|-1.79401,8.51302
17587|23.63685|37.945816666666666|63|-0.0,-0.0
17588|23.556783333333332|37.9603|38|-0.0,-0.0
17589|23.54593333333333|37.88715|4|-0.0,0.0
17590|23.635091666666664|37.94360500000001|68|-0.0,-0.0
17590|23.557533333333332|37.95565166666667|81|-2.71124,7.09994
17591|23.57411|37.85321|84|0.25139,-8.99649
17592|23.65039833333333|37.933263333333336|36|-0.0,-0.0
17593|23.60528333333333|37.93984833333333|26|-5.7765,2.25212
17594|23.553975|37.87983166666667|73|0.02818,0.198
17594|23.585421666666665|37.94896166666667|85|-1.72373,8.32339
17595|23.550951666666666|37.92398833333333|78|0.10598,0.16961
17596|23.68151333333333|37.929965|9|-0.0,0.0
17597|23.63685|37.945816666666666|63|0.0,0.0
17598|23.556766666666665|37.9603|38|-0.0,-0.0
17599|23.63509|37.94360500000001|68|-0.0,-0.0
17600|23.68063333333333|37.93083333333333|11|-0.0,-0.0
17601|23.54875|37.89961666666667|10|-0.0,0.0
17601|23.605393333333332|37.939626666666655|26|-5.86967,2.28844
17601|23.59392666666667|37.95817666666667|31|-0.0,0.0
17602|23.55398666666667|37.87983833333333|73|0.03604,0.29783
17602|23.55096|37.92399666666667|78|0.10746,0.16868
17602|23.60894333333333|37.922868333333334|82|-9.18901,-0.44949
17603|23.637283333333336|37.94738333333333|61|0.0,-0.0
17603|23.65015833333333|37.93179|14|-0.0,-0.0
17604|23.63685|37.945816666666666|63|0.0,0.0
17605|23.60675666666667|37.953875|67|-0.0,0.0
17606|23.63508833333333|37.94360500000001|68|-0.0,-0.0
17607|23.55399833333333|37.87985000000001|73|0.0216,0.19883
17607|23.573115|37.85324333333333|84|0.46065,-8.78793
17607|23.605525|37.939346666666665|26|-5.91252,2.17534
17608|23.56427|37.96132|41|-0.09816,0.01908
17608|23.55097|37.924|78|0.10805,0.1683
17609|23.67758833333333|37.808545|87|11.26354,-5.42058
17609|23.586341666666666|37.94884166666667|85|-1.66898,8.13047
17610|23.63685|37.94583333333333|63|0.0,0.0
17611|23.556783333333332|37.9603|38|-0.0,-0.0
17611|23.558746666666664|37.95529333333333|81|-2.64918,7.12333
17612|23.572645|37.85326333333333|84|0.5009,-8.68557
17612|23.68308333333333|37.928995|16|0.0,-0.0
17613|23.554006666666666|37.87986166666667|73|0.01604,0.19936
17613|23.5303|38.016233333333346|43|0.0,-0.0
17613|23.668256666666665|37.93815333333335|17|0.0,-0.0
17614|23.60565|37.93903333333333|26|-6.07282,2.02011
17614|23.585646666666666|37.95577|60|-0.0,-0.0
17614|23.608881666666665|37.922015|82|-9.28265,-0.56782
17615|23.58682|37.94876|85|-1.71891,8.01782
17616|23.55097|37.92400333333333|78|0.10775,0.16849
17616|23.52461666666667|37.86448333333333|13|0.05176,0.19319
17617|23.628320000000002|37.94262166666667|32|-0.0,-0.0
17618|23.63685|37.945816666666666|63|-0.0,-0.0
17619|23.60675|37.953875|67|-0.0,0.0
17620|23.57213333333333|37.853295|84|0.46517,-8.58741
17620|23.635086666666666|37.94360500000001|68|-0.0,-0.0
17621|23.605751666666666|37.93877|26|-6.19575,1.96536
17622|23.55401833333333|37.879865|73|0.01569,0.19938
17622|23.550971666666666|37.92401333333333|78|0.10805,0.1683
17622|23.60884833333333|37.92158666666667|82|-9.28363,-0.55162
17623|23.63685|37.945816666666666|63|-0.0,-0.0
17623|23.556766666666665|37.96031666666667|38|-0.0,-0.0
17624|23.63508333333333|37.943603333333336|68|-0.0,-0.0
17625|23.5716|37.85330833333333|84|0.47458,-8.48674
17625|23.631954999999998|37.94422|19|0.03584,-0.09336
17625|23.588766666666668|37.95555|18|0.0,-0.0
17626|23.554025000000006|37.879855|73|0.015,0.19944
17626|23.6059|37.938421666666656|26|-6.26622,2.07231
17627|23.550981666666665|37.924036666666666|78|0.10834,0.16811
17627|23.587753333333332|37.948584999999994|85|-1.69063,7.81932
17627|23.589631666666666|37.952285|21|0.0,0.0
17627|23.608825000000003|37.92115666666667|82|-9.28967,-0.43816
17628|23.50587166666667|37.84934833333333|22|0.08222,-0.05693
17629|23.60674333333333|37.95387333333333|67|-0.0,0.0
17629|23.556766666666665|37.9603|38|-0.0,-0.0
17630|23.63508|37.94360166666667|68|-0.0,-0.0
17630|23.523751666666666|37.890905|29|0.10181,-0.17215
17631|23.571125|37.85332500000001|84|0.54862,-8.48228
17632|23.60601|37.93815333333335|26|-6.27699,2.03947
17632|23.608806666666666|37.920725|82|-9.29251,-0.37329
17633|23.554035|37.87984166666667|73|0.01082,0.19971
17633|23.55098833333333|37.924036666666666|78|0.10716,0.16887
17633|23.588205|37.94849166666667|85|-1.58855,7.73864
17633|23.5513|37.95453166666667|20|0.09461,-0.03239
17634|23.63685|37.94583333333333|63|0.0,0.0
17635|23.556766666666665|37.9603|38|-0.0,-0.0
17636|23.57067833333333|37.853328333333344|84|0.45436,-8.3877
17636|23.63508|37.9436|68|-0.0,-0.0
17636|23.560405|37.954793333333335|81|-2.84704,7.04658
17637|23.58859666666667|37.94842166666667|85|-1.57504,7.7414
17637|23.60613|37.93785166666667|26|-6.47811,2.06738
17637|23.60878833333333|37.920296666666665|82|-9.29433,-0.32463
17638|23.554046666666668|37.87984166666667|73|0.01395,0.19951
17639|23.54218333333333|38.03293333333333|75|0.0,-0.0
17640|23.51069333333333|37.868840000000006|40|0.01813,0.19918
17641|23.63685|37.94583333333333|63|0.0,0.0
17642|23.556766666666665|37.9603|38|-0.0,-0.0
17643|23.635078333333336|37.94359833333333|68|-0.0,-0.0
17644|23.554051666666666|37.879848333333335|73|0.01395,0.19951
17644|23.57007166666667|37.85335166666667|84|0.5068,-8.28451
17644|23.61028|37.957443333333345|64|-0.0,0.0
17644|23.606241666666666|37.937575|26|-6.57703,2.08631
17645|23.60876833333333|37.91987|82|-9.29314,-0.35708
17646|23.55100666666667|37.92405166666666|78|0.10834,0.16811
17646|23.67567666666667|37.811685|87|11.29176,-5.36153
17647|23.63058833333333|37.59317|88|0.01132,0.09936
17647|23.63685|37.94583333333333|63|-0.0,-0.0
17648|23.556766666666665|37.96031666666667|38|-0.0,-0.0
17649|23.569688333333332|37.85337166666667|84|0.55782,-8.181
17649|23.64866666666667|37.933|35|0.02924,0.09563
17650|23.63507666666667|37.94359666666666|68|-0.0,-0.0
17651|23.554063333333332|37.879871666666666|73|0.01186,0.19965
17652|23.64866666666667|37.933|35|-0.15321,-0.12856
17652|23.60637166666667|37.937221666666666|26|-6.70827,1.99977
17653|23.58951166666667|37.94828333333333|85|-1.52199,7.54808
17654|23.55101166666667|37.924038333333336|78|0.10657,0.16924
17655|23.603154999999997|37.95513|24|-0.0,-0.0
17655|23.556766666666665|37.96031666666667|38|-0.0,-0.0
17656|23.60671666666667|37.953883333333344|67|-0.0,0.0
17657|23.635075|37.943595|68|-0.0,-0.0
17658|23.53031666666667|38.01625|43|0.0,-0.0
17659|23.63685|37.94583333333333|63|-0.0,-0.0
17660|23.63507333333333|37.94359333333333|68|-0.0,-0.0
17661|23.568631666666665|37.85342666666666|84|0.46636,-8.08656
