t|lon|lat|id|v
2526|23.61303333333333|37.95861666666666|38|0.0,-0.0
2527|23.64866666666667|37.933|35|-0.02784,0.19805
2528|23.61303333333333|37.95861666666666|38|0.0,-0.0
2529|23.5635|37.95966666666666|0|-0.0,-0.0
2529|23.559725|37.82563|54|-0.72243,10.87603
2529|23.56414166666667|37.96031166666667|27|-0.0,0.0
2530|23.669526666666666|37.939545|1|0.0,-0.0
2530|23.61303333333333|37.95861666666666|38|0.0,-0.0
2531|23.59483333333333|37.95565833333333|2|-0.0,-0.0
2532|23.59583333333333|37.952466666666666|3|0.0,-0.0
2533|23.61305|37.95861666666666|38|0.0,-0.0
2534|23.553214999999998|37.889975|28|0.04067,0.09135
2535|23.535056666666666|37.89331833333333|5|-0.0,-0.0
2536|23.65041833333333|37.93322333333333|36|0.0,0.0
2536|23.56095|37.82554500000001|54|-0.90137,10.96301
2537|23.58246666666667|37.95295|7|0.0,0.0
2538|23.68151833333333|37.92996166666667|9|0.0,0.0
2539|23.604750000000006|37.96038333333333|8|0.0,0.0
2540|23.68063333333333|37.93085|11|-0.0,0.0
2541|23.56159|37.82550666666667|54|-0.82481,10.96903
2542|23.61305|37.95861666666666|38|0.0,-0.0
2543|23.52285|37.86111666666667|13|-0.0,0.0
2544|23.628338333333332|37.942601666666654|32|0.0,-0.0
2544|23.650164999999998|37.931775|14|-0.0,-0.0
2545|23.594965|37.955155|15|-0.0,-0.0
2545|23.61301666666667|37.95863333333333|38|0.0,-0.0
2546|23.68307833333333|37.92899|16|-0.0,-0.0
2547|23.66826166666667|37.93812666666667|17|0.0,-0.0
2548|23.562865|37.82545500000001|54|-0.66547,10.87967
2549|23.61303333333333|37.9586|38|0.0,-0.0
2550|23.58873333333333|37.95555|18|0.0,-0.0
2551|23.62270166666667|37.94086333333333|19|0.0,0.0
2552|23.52313666666667|37.890333333333345|29|0.0,-0.0
2553|23.58968666666667|37.952268333333336|21|0.0,0.0
2554|23.505405|37.84705|22|0.0,-0.0
2555|23.61303333333333|37.95858333333333|38|0.0,-0.0
2556|23.564791666666668|37.82532000000001|54|-0.90137,10.96301
2557|23.565431666666665|37.82528333333333|54|-0.80566,10.97046
2558|23.50879666666667|37.86606166666665|40|0.0,-0.0
2559|23.613000000000003|37.95868333333333|38|0.0,-0.0
2560|23.530516666666664|38.0156|43|0.07314,-0.0682
2561|23.613000000000003|37.95868333333333|38|0.0,-0.0
2562|23.603135|37.95512333333333|24|0.0,-0.0
2563|23.57384333333333|37.960055|12|-0.0,-0.0
2564|23.56742|37.82518500000001|54|-0.86309,10.96609
2565|23.56864166666667|37.825105|54|-0.77936,10.8721
2566|23.574321666666666|37.961195000000004|42|-0.0,-0.0
2567|23.61301666666667|37.9587|38|0.0,-0.0
2568|23.530516666666664|38.015633333333334|43|0.0809,-0.05878
2569|23.580225|37.95447|26|-0.0,0.0
2570|23.564155000000003|37.960308333333344|27|-0.0,0.0
2571|23.61305|37.95861666666666|38|0.0,-0.0
2572|23.669529999999998|37.939536666666655|1|0.0,-0.0
2573|23.59581666666667|37.95248333333333|3|-0.0,0.0
2574|23.5532|37.889975|28|0.04067,0.09135
2575|23.61305|37.9586|38|0.0,-0.0
2576|23.54413333333333|37.883766666666666|4|0.0,-0.0
2577|23.57249|37.824915|54|-0.64648,10.88081
2578|23.65037833333333|37.93322166666667|36|0.0,-0.0
2579|23.56217333333333|37.911458333333336|6|-0.0,0.0
2580|23.582456666666666|37.95295|7|-0.0,0.0
2580|23.59618|37.95678833333333|23|0.0,-0.0
2580|23.604716666666665|37.96038333333333|8|0.0,0.0
2580|23.681520000000003|37.929959999999994|9|-0.0,-0.0
2581|23.54801666666667|37.89705|10|0.0,-0.0
2581|23.68063333333333|37.93085|11|-0.0,0.0
2582|23.61301666666667|37.958666666666666|38|0.0,-0.0
2583|23.52278333333333|37.86111666666667|13|0.04226,-0.09063
2584|23.683081666666666|37.928988333333336|16|-0.0,0.0
2585|23.668271666666666|37.93815|17|0.0,-0.0
2586|23.6227|37.940865|19|-0.0,-0.0
2587|23.52318833333333|37.89032833333333|29|0.0196,-0.09806
2588|23.61303333333333|37.95865|38|0.0,-0.0
2589|23.58963833333333|37.9523|21|0.0,0.0
2590|23.505470000000003|37.84708|22|0.0,-0.0
2591|23.61303333333333|37.95865|38|0.0,-0.0
2592|23.533016666666665|38.02506666666667|53|0.0,0.0
2593|23.50871833333333|37.86609666666666|40|0.0,-0.0
2594|23.61303333333333|37.958666666666666|38|0.0,-0.0
2595|23.550045|37.87260166666667|31|0.0,-0.0
2596|23.60312|37.955126666666665|24|0.0,-0.0
2597|23.57824333333333|37.82461333333333|54|-0.68446,10.87849
2598|23.64866666666667|37.933|35|-0.18672,0.07167
2599|23.57384333333333|37.960055|12|-0.0,0.0
2600|23.61301666666667|37.95865|38|0.0,-0.0
2601|23.61303333333333|37.95865|38|0.0,-0.0
2602|23.61303333333333|37.95865|38|0.0,-0.0
2603|23.580786666666665|37.82448|54|-0.7099,10.97707
2604|23.57432333333333|37.961195000000004|42|-0.0,-0.0
2605|23.585638333333332|37.95600666666667|25|-0.09994,0.00349
2606|23.58023|37.95447|26|-0.0,0.0
2607|23.61303333333333|37.95868333333333|38|0.0,-0.0
2608|23.5635|37.95966666666666|0|0.0,-0.0
2608|23.61301666666667|37.95868333333333|38|0.0,-0.0
2609|23.66953333333333|37.93953833333333|1|0.0,-0.0
2610|23.5959|37.952383333333344|3|0.0,-0.0
2610|23.61301666666667|37.95868333333333|38|0.0,-0.0
2611|23.553345|37.88993833333333|28|-0.04099,0.09121
2612|23.535146666666666|37.89330500000001|5|-0.04242,-0.09056
2613|23.596185000000002|37.95680333333333|23|0.0,-0.0
2614|23.650415|37.933209999999995|36|0.0,-0.0
2615|23.56215666666667|37.91137666666667|6|-0.0,-0.0
2616|23.582455|37.95294666666667|7|-0.0,0.0
2617|23.604716666666665|37.96038333333333|8|0.0,0.0
2617|23.61301666666667|37.95868333333333|38|0.0,-0.0
2617|23.68152333333333|37.929959999999994|9|-0.0,-0.0
2618|23.68063333333333|37.93083333333333|11|0.0,-0.0
2619|23.522666666666666|37.86115|13|0.06293,-0.07771
2620|23.58521666666667|37.82425166666667|54|-0.85525,10.8664
2621|23.628335|37.942616666666666|32|0.0,-0.0
2621|23.65016666666667|37.93177666666666|14|0.09511,-0.0309
2622|23.594935|37.955155|15|-0.01959,-0.09806
2622|23.68308|37.928988333333336|16|-0.0,0.0
2623|23.66825|37.93815|17|0.0,-0.0
2624|23.6227|37.940865|19|-0.09925,0.01219
2624|23.613000000000003|37.958733333333335|38|0.0,-0.0
2625|23.58873333333333|37.95555|18|0.0,-0.0
2626|23.52327833333333|37.890323333333335|29|0.0,-0.0
2627|23.505545|37.84712833333333|22|0.0,-0.0
2627|23.551456666666667|37.95453166666667|20|0.09178,-0.03971
2628|23.613000000000003|37.95871666666667|38|0.0,-0.0
2629|23.58791|37.82411166666667|54|-0.67158,10.97948
2630|23.613000000000003|37.9587|38|0.0,-0.0
2631|23.508605|37.866125|40|0.0,-0.0
2631|23.613000000000003|37.9587|38|0.0,-0.0
2632|23.550021666666666|37.872613333333334|31|0.0,-0.0
2633|23.613000000000003|37.9587|38|0.0,-0.0
2634|23.589914999999998|37.82400333333333|54|-0.80566,10.97046
2635|23.60313833333333|37.955155|24|0.0,-0.0
2636|23.613000000000003|37.9587|38|0.0,-0.0
2637|23.64866666666667|37.933|35|0.0891,-0.0454
2638|23.57384333333333|37.960055|12|0.0,-0.0
2639|23.59113666666667|37.823926666666665|54|-0.78651,10.97185
2640|23.61301666666667|37.95868333333333|38|0.0,-0.0
2641|23.72575|37.87789833333333|44|0.0,0.0
2642|23.56383333333333|37.92613333333335|45|-0.0,-0.0
2642|23.61301666666667|37.95868333333333|38|0.0,-0.0
2643|23.57432333333333|37.961195000000004|42|-0.0,-0.0
2644|23.580235|37.95446666666667|26|-0.0,0.0
2645|23.593764999999998|37.823805|54|-0.72905,10.97581
2646|23.61301666666667|37.958666666666666|38|0.0,-0.0
2647|23.56417|37.960353333333344|27|-0.0,0.0
2648|23.669526666666666|37.93954|1|0.0,-0.0
2649|23.59588333333333|37.952466666666666|3|0.0,-0.0
2650|23.55346666666667|37.88993833333333|28|-0.04099,0.09121
2651|23.54416666666667|37.883766666666666|4|0.0,-0.0
2652|23.650415|37.933211666666665|36|0.0,-0.0
2652|23.59486166666667|37.95562666666667|2|0.0,-0.0
2653|23.562126666666664|37.91138166666666|6|0.0,-0.0
2654|23.68152333333333|37.929959999999994|9|0.0,0.0
2655|23.604716666666665|37.96038333333333|8|0.0,0.0
2656|23.68063333333333|37.93083333333333|11|0.0,-0.0
2657|23.65016666666667|37.93177833333333|14|-0.0,0.0
2658|23.628326666666666|37.942601666666654|32|0.0,-0.0
2659|23.59493333333333|37.95515|15|-0.01564,-0.09877
2660|23.613000000000003|37.9587|38|0.0,-0.0
2661|23.683081666666666|37.928988333333336|16|0.0,-0.0
2662|23.66826833333333|37.938109999999995|17|0.0,-0.0
2663|23.62270333333333|37.94086666666667|19|-0.0,-0.0
2664|23.58873333333333|37.95555|18|0.0,-0.0
2665|23.59816333333333|37.82346166666667|54|-2.2495,10.76753
2666|23.52327833333333|37.89035833333333|29|0.0196,-0.09806
2667|23.55142|37.95451833333333|20|0.09178,-0.03971
2668|23.5896|37.952285|21|0.0,0.0
2669|23.505525|37.84713|22|0.0,-0.0
2670|23.599385|37.823166666666665|54|-3.1794,10.5305
2671|23.61301666666667|37.9587|38|0.0,-0.0
2672|23.61301666666667|37.9587|38|0.0,-0.0
2673|23.550006666666665|37.87262|31|0.0,-0.0
2674|23.61301666666667|37.95868333333333|38|0.0,-0.0
2675|23.601156666666668|37.822565|54|-4.64885,9.96936
2676|23.603133333333336|37.95512333333333|24|0.0,-0.0
2676|23.61301666666667|37.95868333333333|38|0.0,-0.0
2677|23.601715|37.822318333333335|54|-5.11331,9.73931
2678|23.602201666666666|37.82208|54|-5.51581,9.40137
2679|23.61301666666667|37.95871666666667|38|0.0,-0.0
2680|23.60273333333333|37.8218|54|-5.96848,9.1207
2681|23.56386666666667|37.92608333333333|45|-0.0,-0.0
2682|23.58563666666667|37.955999999999996|25|-0.0592,0.08059
2683|23.60374333333333|37.821175|54|-6.89269,8.57268
2684|23.580233333333336|37.95446833333333|26|0.0,-0.0
2685|23.613000000000003|37.9587|38|0.0,-0.0
2686|23.60431166666667|37.82075833333333|54|-7.3462,8.18739
2687|23.64975|37.93613666666667|49|-0.0,0.0
2688|23.604761666666665|37.820384999999995|54|-7.80532,7.75093
2688|23.56416166666667|37.960325|27|-0.0,0.0
2688|23.669541666666664|37.93953833333333|1|0.0,-0.0
2689|23.61303333333333|37.95865|38|0.0,-0.0
2690|23.60514166666667|37.820035|54|-8.20136,7.17967
2691|23.61306666666667|37.95863333333333|38|0.0,-0.0
2692|23.59595|37.9524|3|0.0,-0.0
2692|23.553528333333336|37.88990166666667|28|-0.0,0.0
2693|23.544266666666665|37.88375|4|0.0,-0.0
2694|23.65041166666667|37.933236666666666|36|0.0,-0.0
2694|23.535275|37.89327333333333|5|-0.04242,-0.09056
2695|23.562126666666664|37.911486666666654|6|0.0974,0.02267
2696|23.681525|37.929959999999994|9|0.0,-0.0
2697|23.604716666666665|37.96038333333333|8|0.0,0.0
2697|23.613083333333336|37.95861666666666|38|0.0,-0.0
2698|23.58244166666667|37.95296|7|-0.0,0.0
